9.64568 5.07614
13.1059 1.75481
13.0668 6.13605
10.8274 7.2045
12.6328 0.464492
7.51793 1.08676
10.2341 2.27485
12.1354 7.67296
9.52239 3.96344
17.7447 1.61565
7.75353 4.55794
9.67559 6.47237
7.38487 0.186163
8.89492 3.33262
18.1982 1.8421
12.1909 3.44066
2.28278 0.251473
14.0385 7.21
2.51289 0.736106
17.2631 0.126041
10.5325 4.15052
7.9519 4.57747
13.8438 4.76119
14.2778 4.46181
10.8768 5.83575
16.3909 5.46709
10.051 3.37779
6.73055 0.823695
7.04672 3.18461
13.9402 4.15662
13.2737 8.05017
2.94504 1.1301
12.0927 5.06211
17.1325 0.983917
12.3667 4.4911
13.8755 5.86291
15.0902 4.48378
14.5219 2.94229
15.858 1.14994
18.2556 0.724204
17.9772 1.10233
16.5545 3.54839
6.20502 2.15278
8.84548 2.70302
16.577 1.00894
14.2949 2.64229
17.987 2.7369
8.41273 3.43089
11.4518 4.06903
10.2835 7.26463
17.8631 2.65114
7.7224 0.473647
11.9028 4.95987
14.0159 7.25455
10.2127 6.96127
13.2102 2.72774
10.0021 5.84979
18.3416 0.339976
16.7534 1.76489
15.6859 3.59081
10.1785 5.46251
13.2572 0.72512
12.4577 8.23908
11.8155 4.2024
16.5447 3.73424
4.18043 0.510575
15.5113 2.31788
11.4719 1.79601
14.2363 0.579852
14.2009 6.24928
6.20808 3.44157
10.0595 5.99384
14.4676 3.37291
12.2947 6.29475
13.5698 0.481277
0.368664 0.15717
5.55437 0.0604266
8.88394 1.40568
17.5567 1.10233
8.16187 3.57677
16.6601 1.84668
7.37266 3.9378
10.427 6.9631
12.512 2.9313
14.9864 2.16865
9.16532 5.88458
15.4985 5.64013
16.0491 3.31309
18.0383 1.77343
14.4841 0.767235
8.59096 3.09214
16.953 2.2486
17.2027 1.63396
11.2076 7.31498
13.8066 4.27778
15.3575 4.6263
9.11832 4.76638
9.54375 2.82601
8.5757 5.468
11.4286 3.1608
8.43654 1.60955
14.279 6.3976
16.187 2.48146
18.4277 0.245979
11.3382 2.47047
8.39747 0.444349
17.871 2.22175
17.5219 2.95175
13.925 9.10001
6.83737 3.55571
5.99933 2.69387
13.1742 2.44179
8.56532 5.67522
13.7498 6.7925
9.73418 6.10126
13.292 2.04962
13.5624 8.64284
10.8969 2.52113
14.3571 0.51088
6.39973 1.58116
17.1471 1.74963
6.15619 1.57506
13.7651 2.97098
12.3862 6.21906
15.2086 5.54094
12.338 1.29398
5.40788 2.15705
11.2693 6.03534
4.72915 2.23853
10.5197 4.92508
18.0053 1.97913
16.5734 0.18067
17.1929 2.0072
15.8934 0.182501
