17.702 8.16858
6.45161 4.66536
18.3685 4.50758
5.32975 4.43464
19.4281 8.88577
2.04962 6.59444
4.1493 8.33979
7.21519 9.96796
19.5538 6.83645
5.4561 5.71581
19.5965 4.44563
3.18247 8.95108
2.49947 6.6863
0.449232 0.567644
4.1731 7.83013
1.73223 2.45613
3.58776 7.66717
1.78655 4.51247
1.23234 8.65017
0.0970489 3.31034
19.66 8.83236
17.434 5.66942
16.3048 6.20502
19.3377 5.54369
7.0101 5.72802
6.34663 5.04013
8.79177 6.66982
4.87747 7.16849
2.83273 4.83413
18.0493 8.02087
9.58892 8.30256
17.8118 7.57622
7.69616 8.35261
18.7335 4.28266
18.1158 8.2696
5.50554 5.38438
1.2714 7.50175
1.66326 8.05597
0.160527 7.99097
8.21253 9.15067
3.29783 5.22111
9.31547 9.87579
3.70006 8.62331
3.32041 6.02008
2.41829 9.75616
0.0170904 1.86071
5.2205 4.03699
17.3547 5.31083
4.32325 6.56209
3.85815 5.09934
15.6969 7.60155
0.186163 4.19446
9.57488 9.13846
16.4794 7.84906
6.31855 5.17869
5.01785 8.63369
2.54707 7.83441
2.31208 1.68584
1.81585 4.92965
8.81008 9.80621
6.44307 6.03107
6.41499 4.95956
1.88116 9.02554
4.92569 6.74734
19.574 9.69054
2.20222 6.10584
18.7738 3.08084
0.650044 7.43309
10.9726 9.14884
3.67565 6.31001
19.1363 1.89581
18.6047 8.34437
7.22251 6.27033
9.6231 7.89026
16.2139 8.26441
19.953 6.19098
9.55901 8.4637
1.24088 4.8497
19.375 4.06049
3.69457 6.61153
7.51244 5.79882
1.75359 2.1189
1.63701 4.78561
3.02255 3.08573
19.4171 2.57515
17.1123 9.34538
16.7125 9.46776
19.7186 8.02911
17.8399 4.74715
5.31938 5.05875
8.25404 9.35179
10.2634 7.89697
1.76153 8.30012
2.59835 8.42189
18.2733 9.65941
19.8541 1.16947
7.28782 5.59771
5.31449 4.56709
0.42848 4.67666
0.817896 4.73739
16.3018 8.29188
8.36146 6.42109
16.9012 5.69781
0.385144 4.26099
1.6364 1.83325
17.2301 8.58028
4.75539 4.37025
18.0145 5.14939
19.3811 5.64074
5.25468 4.72182
18.4014 9.69878
9.12809 6.64632
5.39018 8.22474
19.9023 3.03049
0.814844 3.83343
19.5019 8.99777
3.50963 8.47774
0.717185 5.91296
13.1895 9.63103
0.764794 9.77416
18.7237 9.51628
1.38859 2.05359
17.6714 4.28449
0.862453 9.87732
19.6899 4.21705
2.33345 7.82891
16.9518 6.08325
19.2016 6.4742
6.04022 5.90747
17.3724 8.77926
19.9335 6.74398
16.6143 8.15546
17.636 4.35743
18.2727 9.26298
19.0313 5.58641
11.4225 8.85342
5.20951 5.07218
5.37492 6.87094
0.339976 0.97293
0.192877 6.26942
18.8372 9.14365
10.6925 8.7054
6.85141 7.77734
0.919828 5.50218
8.30348 9.66277
3.89599 9.59258
2.23701 6.34236
12.0371 9.89837
18.2495 6.12873
8.45607 8.11609
0.649434 1.78289
18.0963 9.65453
7.34703 9.97711
6.72384 9.18729
0.344249 7.62993
3.25999 2.67342
12.7128 9.20896
15.6359 7.38365
9.61272 7.51457
6.03595 8.17713
4.47401 9.54924
3.44554 6.62679
4.53993 7.07572
18.1463 4.00861
1.81219 6.63839
1.10782 9.31455
3.69762 5.63707
3.03659 7.9104
19.4354 5.97125
1.94647 5.70544
2.55928 6.15925
17.9498 6.38417
10.4105 9.26389
8.76186 7.90979
6.8215 5.45671
6.59871 6.07624
18.8989 9.81964
10.875 8.80428
